"","sample","tissue","endometriosis","severity","p213187_x_at","p212788_x_at","FTL"
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",14.076095,14.589353,14.332724
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.506615,14.868129,14.687372
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.30259,14.79863,14.55061
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.139939,14.624689,14.382314
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.558328,14.974316,14.766322
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.637708,14.85931,14.748509
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.493995,14.060221,13.777108
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",14.190486,14.438365,14.3144255
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.501918,14.838058,14.669988
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.756871,14.244575,14.000723
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.428445,14.723872,14.5761585
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.834789,14.544918,14.1898535
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.013574,14.56966,14.291617
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",14.418631,14.779174,14.5989025
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",14.450131,14.923699,14.686915
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.977055,14.482191,14.229623
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",14.135315,14.469183,14.302249
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.30483,14.728065,14.5164475
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",14.33456,14.855273,14.5949165
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",14.295714,14.726585,14.5111495
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",14.305725,14.656656,14.4811905
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.232595,14.705372,14.4689835
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",14.051572,14.660801,14.3561865
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",14.482811,14.684601,14.583706
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",14.798737,14.895807,14.847272
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.026478,14.387841,14.2071595
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",14.373195,14.72093,14.5470625
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.827885,14.42432,14.1261025
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",14.210805,14.714883,14.462844
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.640239,14.216955,13.928597
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.724639,14.133942,13.9292905
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",14.013344,14.423787,14.2185655
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",14.084448,14.539887,14.3121675
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.809549,14.271578,14.0405635
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.544912,14.10548,13.825196
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",14.347642,14.554762,14.451202
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.632649,13.974069,13.803359
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",14.002923,14.462875,14.232899
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",14.328885,14.67358,14.5012325
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.477887,13.999908,13.7388975
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.532032,14.001128,13.76658
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.054912,13.603841,13.3293765
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.836525,14.219235,14.02788
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.467124,13.768159,13.6176415
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.910944,14.20773,14.059337
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.47345,13.964371,13.7189105
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.261869,13.786171,13.52402
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.237394,13.677531,13.4574625
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.526337,14.067702,13.7970195
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.26119,13.739226,13.500208
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.718478,14.2057,13.962089
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.659216,13.628646,13.143931
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.25233,13.7845,13.518415
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.504787,13.857368,13.6810775
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.931214,14.487404,14.209309
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.561395,14.140942,13.8511685
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.196349,14.498168,14.3472585
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.051053,14.379594,14.2153235
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.953615,14.618841,14.286228
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.399888,14.595991,14.4979395
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.167856,14.603957,14.3859065
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.618287,14.776884,14.6975855
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.799472,14.384106,14.091789
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.440752,14.79308,14.616916
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.612861,14.848947,14.730904
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.908718,14.350762,14.12974
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.814014,14.544965,14.1794895
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.105429,14.704384,14.4049065
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.115455,14.66422,14.3898375
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.055921,14.543641,14.299781
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.852104,14.452041,14.1520725
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.703514,14.655267,13.6793905
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.084617,14.496661,14.290639
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.61255,14.184811,13.8986805
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.721463,14.372554,14.0470085
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.298454,14.654294,14.476374
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.745662,14.410899,14.0782805
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.769565,14.298287,14.033926
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.159403,14.632669,14.396036
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.150939,14.479597,14.315268
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.896257,14.437268,14.1667625
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.384144,14.812411,14.5982775
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.236581,14.72097,14.4787755
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.710938,14.340938,14.025938
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.04361,14.479175,14.2613925
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.707447,13.334215,13.020831
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.328338,13.044356,12.686347
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.702543,13.438861,13.070702
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.152862,13.578544,13.365703
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.001037,13.551673,13.276355
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.055432,13.984503,13.5199675
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.281011,14.02484,13.6529255
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",11.889115,13.018566,12.4538405
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.424224,13.252636,12.83843
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",12.466873,13.653648,13.0602605
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.880619,12.824842,12.3527305
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.172381,13.751385,13.461883
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.999814,13.199551,12.5996825
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.129034,13.906721,13.5178775
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.729865,12.989725,12.359795
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.596375,13.377453,12.986914
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.28475,13.164344,12.724547
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.691857,14.22712,13.9594885
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.024785,13.6061,13.3154425
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.199843,13.868979,13.534411
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.84403,13.63412,13.239075
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.657519,13.520616,13.0890675
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",14.615353,14.940608,14.7779805
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.244347,13.030388,12.6373675
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.481433,13.342783,12.912108
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.633726,13.534521,13.0841235
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.165462,12.801331,12.4833965
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.774429,13.600643,13.187536
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.230001,13.242493,12.736247
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.680794,14.359615,14.0202045
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.200084,13.892232,13.546158
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.174632,13.702657,13.4386445
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.013645,13.702693,13.358169
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.971067,13.714683,13.342875
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.002867,13.730636,13.3667515
