"","sample","tissue","endometriosis","severity","p1569323_at","p204944_at","p227126_at","PTPRG"
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.409036,7.698258,8.778229,6.961841
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.467272,7.971584,9.469497,6.63611766666667
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.429046,8.34363,9.714589,7.82908833333333
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.330676,7.245034,8.64729,6.40766666666667
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.953621,7.786611,8.476089,6.73877366666667
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.602703,8.139598,9.204584,6.982295
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.900549,7.87187,9.490487,7.08763533333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.399525,8.047423,9.048103,6.83168366666667
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.236067,7.645355,8.608736,6.163386
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.236067,8.490004,9.363661,6.69657733333333
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.571094,8.259276,9.238735,7.35636833333333
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.236067,7.918414,8.346585,6.167022
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.023713,7.66475,8.742048,6.476837
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.180143,6.807547,7.794916,6.26086866666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.063891,8.304181,8.863194,7.410422
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.729173,7.097414,8.340639,6.72240866666667
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.333895,5.426981,7.458193,6.40635633333333
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.518035,4.790069,7.394789,5.90096433333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.930604,4.589638,7.05234,5.85752733333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.8101,6.912278,8.393855,7.03874433333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.023656,5.597118,7.381788,6.33418733333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.998332,8.019483,8.790586,8.269467
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.702991,8.2312,9.081683,7.671958
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.671283,6.548878,7.767838,6.99599966666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.067585,7.023498,8.969162,7.68674833333333
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.829772,5.008903,7.559058,6.465911
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.657079,7.233605,8.362172,7.750952
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.01014,6.913407,7.172836,6.69879433333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.438672,5.41704,7.35744,6.404384
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.883247,6.295793,8.256504,7.14518133333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.597185,7.156197,7.004629,6.25267033333333
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.384128,6.109958,7.672869,7.05565166666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.433594,6.570655,8.675516,7.55992166666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.093062,7.474328,7.714449,7.42727966666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.727821,5.273617,7.505114,5.83551733333333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.414201,7.044566,8.783544,7.747437
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.890434,6.501281,8.004884,7.13219966666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.06773,6.792355,8.113338,7.32447433333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.718786,7.209234,8.783025,7.57034833333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.127292,7.131826,7.623941,7.294353
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.987297,7.392585,8.384464,7.58811533333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.571094,6.909008,7.228339,6.236147
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.484379,7.356927,9.209861,8.350389
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.301234,7.866158,9.641649,8.60301366666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.146025,6.542857,8.300113,7.329665
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.274693,6.579835,8.863054,7.57252733333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.844532,6.303442,8.893844,7.34727266666667
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.813791,6.220468,8.510199,6.51481933333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.692978,6.35267,8.422197,7.15594833333333
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.296551,4.589638,7.896045,5.92741133333333
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.476898,6.68879,7.711845,6.95917766666667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.012087,7.166851,10.206126,7.79502133333333
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.606727,8.268035,10.888086,8.92094933333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.039863,7.131121,9.254901,7.14196166666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.384216,8.907058,10.661742,8.65100533333333
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.541271,7.619879,9.890803,7.68398433333333
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.95595,8.275637,9.522594,7.91806033333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.016108,8.517302,10.321124,8.618178
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.787972,6.844423,9.602394,7.41159633333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.093748,7.227136,8.864625,7.06183633333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.694812,6.969436,9.919599,7.86128233333333
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.886227,8.469727,9.730444,8.02879933333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.696358,7.944556,9.215615,6.95217633333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.395372,7.08902,8.786626,7.09033933333333
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.572197,6.564677,8.633643,6.59017233333333
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.302859,9.172968,10.848303,8.77471
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.402523,8.470172,9.457807,7.776834
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12872,8.609924,10.845185,8.86127633333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.073715,7.598964,9.667603,7.780094
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.149825,8.05158,8.033587,6.74499733333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.961016,8.505966,10.604159,8.357047
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.048577,7.551549,8.715386,7.10517066666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.264242,7.880897,9.781548,7.97556233333333
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.958304,8.515444,9.219479,7.89774233333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.439881,8.026006,8.842214,7.43603366666667
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.574412,7.760138,8.36359,7.23271333333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.967429,8.063831,8.926121,7.319127
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.917232,7.551666,8.798786,7.089228
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.160967,7.317935,8.939781,7.139561
