"","sample","tissue","endometriosis","severity","p224726_at","p224725_at","MIB1"
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.709853,6.083172,4.3965125
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49317,7.237335,6.8652525
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.46222,8.242235,7.3522275
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.96548,5.962362,5.963921
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.96747,7.303509,7.1354895
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.745163,4.269209,5.007186
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.49317,6.42633,6.45975
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.71548,6.413282,6.564381
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.64749,4.35373,5.50061
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.813394,6.42633,6.619862
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.206913,5.911232,5.0590725
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.35863,6.378435,5.3685325
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.041813,6.860995,6.951404
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.495852,8.008063,7.2519575
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.405794,8.050008,7.727901
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.49317,6.165764,6.329467
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.520148,7.127662,6.823905
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.349756,8.604096,6.976926
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.687808,7.218264,6.453036
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.974084,6.896687,6.9353855
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.206913,7.555482,5.8811975
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.966193,7.377686,7.1719395
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.125019,7.49996,6.8124895
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.886507,8.645648,7.7660775
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.242654,6.42633,6.334492
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.520954,6.945578,6.233266
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.163623,9.373838,9.7687305
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.290198,9.296468,9.793333
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.814555,9.075317,9.944936
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.63263,9.021185,9.8269075
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.268993,8.985177,9.627085
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.860763,8.547763,9.204263
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.73486,9.442581,10.0887205
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.849839,9.506644,10.1782415
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.325951,8.90106,9.6135055
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.916068,9.051453,9.4837605
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.783397,8.703973,9.243685
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.658876,9.112105,9.8854905
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.269063,7.871641,9.070352
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.321145,9.132631,9.726888
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.921408,9.262043,9.5917255
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.50335,7.534685,7.0190175
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.173036,7.57468,7.373858
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.323062,8.378254,7.350658
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.049284,6.917288,6.483286
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.172182,5.974379,6.5732805
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.06397,6.886676,6.475323
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.699377,8.35372,7.5265485
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.775276,7.487937,7.1316065
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.733972,6.666768,6.70037
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.531527,6.42633,6.9789285
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.508829,6.586728,6.5477785
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.618505,8.104439,7.861472
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.860491,6.42633,6.6434105
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.708842,8.188131,7.9484865
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.667507,7.475554,7.0715305
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.572848,7.189078,7.380963
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.686038,7.560637,7.6233375
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.625585,6.602582,6.6140835
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.820877,7.805545,7.813211
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.225532,8.606336,7.915934
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.49317,7.783055,7.1381125
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.299112,6.42633,6.862721
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.127731,7.049982,7.0888565
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.142228,7.345704,7.243966
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.863395,7.563813,5.713604
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.230918,7.122776,7.176847
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.537053,7.497528,7.0172905
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.605506,7.924398,7.264952
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.5824,6.42633,6.004365
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.311142,7.29904,7.305091
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.258312,7.757304,7.007808
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.768044,9.29737,9.032707
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.430058,8.273583,8.3518205
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.217707,8.814835,9.016271
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.774149,8.997016,8.3855825
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.465391,8.957695,9.211543
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.807771,7.948137,8.377954
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.746985,8.255595,8.50129
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",10.967582,8.748283,9.8579325
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.051165,8.857143,9.954154
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",11.385993,8.802679,10.094336
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.264125,8.878177,9.571151
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.02223,9.574865,10.2985475
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.877956,8.769858,9.823907
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.778914,9.167553,9.9732335
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.176209,8.811466,9.4938375
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.140117,9.031269,9.585693
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.677894,9.03293,9.855412
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.704822,8.714005,9.7094135
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.170745,9.25483,10.2127875
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.326404,8.947684,10.137044
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.11341,8.825526,9.969468
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.685363,9.603788,10.1445755
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.981366,8.818926,9.900146
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.588738,9.146935,9.8678365
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.915474,9.851765,10.3836195
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.708817,8.719415,9.214116
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.670435,9.25547,9.9629525
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.124463,8.99027,10.0573665
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.829184,9.638063,10.2336235
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.933775,9.260243,9.597009
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.941769,8.978724,9.9602465
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.187583,8.556178,9.3718805
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.276068,9.282755,10.2794115
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.110758,9.011012,10.060885
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.798704,9.026439,9.9125715
