"","sample","tissue","endometriosis","severity","p38069_at","p209235_at","p221961_at","CLCN7"
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.417136,6.841353,6.515371,7.59128666666667
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.676166,8.215585,7.730793,8.87418133333333
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.65872,7.893239,7.842309,8.79808933333333
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.238297,7.524417,7.12352,8.29541133333333
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.490378,9.318798,8.790478,9.86655133333333
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.042687,8.289613,8.209186,9.18049533333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.633245,6.150126,5.848628,6.877333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.319971,8.139892,7.152595,8.537486
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.672695,7.810109,7.351576,8.61146
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.077871,6.441295,6.258314,7.25916
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.11472,7.136437,6.833816,8.02832433333333
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.930474,8.320818,8.221402,9.15756466666667
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.819118,7.281256,6.683271,7.92788166666667
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.903176,8.338169,7.836576,9.02597366666667
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.941808,6.181879,8.03131,8.05166566666667
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.70345,7.397367,6.532892,7.877903
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.200464,7.823345,7.059817,8.36120866666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.759309,7.170072,7.273919,8.06776666666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.323463,8.184958,7.162822,8.557081
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.79955,8.272242,7.769249,8.94701366666667
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.234315,7.513883,7.636404,8.461534
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.450163,7.302703,8.07002,8.60762866666667
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.34114,7.524248,8.379595,8.74832766666667
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.314109,8.025508,7.911655,8.750424
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.190046,7.249218,6.961069,8.13344433333333
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.984184,7.043781,6.734993,7.920986
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.059824,7.200926,6.699176,7.986642
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.244709,5.422639,5.742797,6.47004833333333
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.13154,7.689656,7.666026,8.49574066666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.252063,6.894352,6.030015,7.39214333333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.680796,5.427804,5.567268,6.55862266666667
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.601542,6.819794,6.766204,7.72918
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.266157,7.433142,7.012273,7.90385733333333
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.238653,6.993729,6.470166,7.567516
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.294275,6.547143,6.329063,7.39016033333333
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.137266,5.875726,6.626703,7.21323166666667
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.46956,5.228549,5.621666,6.439925
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.339122,7.584327,7.260148,8.39453233333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.260555,7.095016,7.273323,8.20963133333333
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.383138,5.427496,5.539106,6.44991333333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.530666,5.89724,5.862952,6.76361933333333
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.048456,6.653996,6.01941,7.24062066666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.388038,5.699556,5.848628,6.64540733333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.599917,4.775876,6.371834,6.249209
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.705496,6.062001,5.857056,6.874851
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.5353,6.681166,5.848628,7.021698
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.928447,5.421955,5.848628,6.39967666666667
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04365,5.58981,5.864368,6.499276
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.373678,5.711352,5.864368,6.64979933333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.447842,5.849579,5.864368,6.72059633333333
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.530975,5.909616,5.359694,6.600095
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.244876,6.62595,5.993417,7.288081
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.133244,5.653442,4.937714,6.24146666666667
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.231529,5.757462,5.633675,6.54088866666667
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.306428,6.841353,6.724066,7.623949
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.23363,6.841353,5.937963,7.33764866666667
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.730987,6.894392,5.930664,7.518681
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.952537,7.612567,6.7453,8.103468
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.072493,8.42353,8.193133,9.22971866666667
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.348479,8.056477,7.105355,8.503437
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.468493,7.068473,6.392223,7.643063
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.395312,7.791222,7.170112,8.45221533333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.902712,7.520177,6.235832,7.88624033333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.439193,7.825583,8.197778,8.82085133333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.791513,8.4964,7.524737,8.93755
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.247147,6.505031,6.371834,7.37467066666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.499359,7.785172,7.760195,8.68157533333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.850577,6.943585,6.770181,7.854781
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.626054,6.841353,6.371834,7.61308033333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.996493,7.036194,6.257717,7.763468
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.357056,7.952203,7.248371,8.51921
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.707888,7.960689,7.846685,8.83842066666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.91207,7.351348,6.889886,8.05110133333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.326882,5.960435,5.977328,7.088215
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.96234,7.32592,6.236373,7.84154433333333
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.983196,8.486176,7.834465,9.101279
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.036024,7.2926,6.440918,7.92318066666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.244267,7.51898,7.323014,8.362087
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.131064,7.517783,7.488611,8.37915266666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.336428,8.430127,8.026494,8.93101633333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.629983,7.505372,6.371834,7.83572966666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.391908,7.550376,6.922454,8.288246
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.480448,7.263134,6.803056,8.18221266666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.761104,7.512868,7.312698,8.19555666666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.653565,6.750606,6.277729,7.56063333333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.290524,6.755747,6.497044,7.51443833333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.037768,6.664076,5.902657,7.20150033333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.735769,6.841353,6.141178,7.23943333333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.177508,6.696991,5.864368,7.246289
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.740557,6.669438,5.66611,7.02536833333333
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.514057,7.287149,5.875323,7.558843
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.326308,7.093505,6.371834,7.59721566666667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.776686,6.214533,6.371834,7.12101766666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.728511,6.299433,6.170688,7.06621066666667
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.596706,5.765068,5.883205,6.74832633333333
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.683257,6.122606,5.961744,6.92253566666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.722361,6.163079,5.865536,6.916992
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.89145,5.252755,5.568877,6.237694
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.972719,6.520465,6.223916,7.23903333333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.026059,6.627864,5.88234,7.17875433333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.700019,5.96474,5.848628,6.83779566666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.028386,6.586293,6.371834,7.32883766666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.212662,7.194456,5.968885,7.45866766666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.741358,4.553793,4.994569,5.76324
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.341187,5.638198,5.874303,6.617896
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.085954,5.469554,5.958901,6.504803
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.433869,5.849842,6.036412,6.77337433333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.973171,6.162716,5.848882,6.994923
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.224147,5.624202,5.976041,6.60813
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.264292,5.862434,5.864368,6.663698
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.760681,5.017186,5.452633,6.07683333333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.372121,6.082502,5.864368,6.772997
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.316319,5.590199,5.627826,6.511448
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.406543,5.631127,5.874797,6.637489
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.540395,7.118747,6.371834,7.676992
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.389527,6.144523,5.549239,6.69442966666667
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.341555,5.755651,5.557534,6.55158
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.364425,5.287554,5.752678,6.468219
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.340234,5.697984,5.6386,6.55893933333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.596131,5.340111,5.864368,6.60020333333333
