"","sample","tissue","endometriosis","severity","p202120_x_at","p208074_s_at","p211047_x_at","AP2S1"
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.831251,12.786313,13.506203,13.0412556666667
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.761898,11.622079,12.671566,12.0185143333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.938824,10.958433,11.747303,11.2148533333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.937756,12.043947,12.801356,12.2610196666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.241729,12.504695,13.345976,12.6974666666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.646377,12.516215,13.655663,12.9394183333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.531605,11.713136,12.530701,11.9251473333333
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.83418,11.852794,12.706497,12.131157
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.321596,12.252514,13.254836,12.6096486666667
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.337228,12.441014,13.439164,12.7391353333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.37342,12.313263,13.133136,12.6066063333333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.993488,12.120577,12.956628,12.3568976666667
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.359416,12.495788,13.209448,12.6882173333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.041564,12.044262,13.017618,12.3678146666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.269637,11.339733,12.122133,11.5771676666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.729847,11.837168,12.882057,12.1496906666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.411536,11.368875,12.330042,11.7034843333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.135996,11.354521,12.010434,11.500317
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.522149,11.55851,12.493306,11.8579883333333
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.359932,12.359505,13.233727,12.6510546666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.598126,11.794892,12.628651,12.007223
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.261196,11.196073,12.193902,11.5503903333333
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.552386,11.516861,12.363463,11.8109033333333
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.062053,11.452888,12.090147,11.5350293333333
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.842563,11.975886,12.682566,12.167005
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.400751,12.337288,13.262009,12.6666826666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.035653,10.925376,11.54993,11.1703196666667
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.667931,10.564561,11.29147,10.8413206666667
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.355149,10.427034,11.206375,10.6628526666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.810761,10.004483,10.750386,10.1885433333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.124932,10.20456,11.074547,10.468013
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.455696,10.575106,11.275658,10.76882
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.872919,10.851105,11.513442,11.0791553333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.911141,10.635221,11.495548,11.01397
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.912716,10.127161,10.836669,10.292182
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.378714,10.487277,11.363371,10.7431206666667
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.375837,10.575768,11.247639,10.7330813333333
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.450085,10.570347,11.377645,10.799359
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.724874,10.396613,11.566206,10.8958976666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.857249,10.832809,11.568087,11.0860483333333
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.153603,11.168144,11.693728,11.3384916666667
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.153603,11.38192,12.076069,11.5371973333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.737552,10.881794,11.807069,11.1421383333333
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.414545,12.411594,13.147463,12.6578673333333
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.928989,11.992423,12.699937,12.2071163333333
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.142737,12.185886,13.006186,12.4449363333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.094673,12.065677,13.0102,12.3901833333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.423452,12.509444,13.139391,12.6907623333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.480943,12.570876,13.434199,12.8286726666667
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.153603,11.295668,12.265138,11.5714696666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.244996,12.333281,13.078661,12.5523126666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.307189,12.349866,12.996292,12.5511156666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.039746,11.118918,11.817954,11.3255393333333
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.746157,11.505458,12.58883,11.946815
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.678164,11.707923,12.556781,11.980956
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.750483,11.93016,12.746987,12.1425433333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.455834,11.484999,12.363032,11.767955
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.189123,12.163533,12.928462,12.4270393333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.43943,10.903117,12.812971,11.718506
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.985815,12.072183,12.770054,12.2760173333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.358335,11.557212,12.39562,11.770389
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.537422,11.545442,12.437178,11.840014
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.313013,12.381599,13.183393,12.6260016666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.414697,11.463562,12.432898,11.7703856666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.23748,11.206391,12.146932,11.5302676666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.044352,12.022744,12.872585,12.313227
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.804934,12.036208,12.749593,12.1969116666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.555372,11.777027,12.678494,12.003631
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.608202,11.699998,12.434234,11.9141446666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.192337,12.27729,13.136649,12.5354253333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.586657,11.68038,12.518271,11.928436
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.153603,11.340775,12.163531,11.5526363333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.108295,9.824171,11.08472,10.339062
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.784902,9.476396,10.631531,9.96427633333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.907216,9.861488,10.94563,10.2381113333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.278475,9.924085,10.966455,10.3896716666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.535868,10.330975,11.511115,10.7926526666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.974053,10.895964,11.960628,11.2768816666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.137584,11.141146,12.253368,11.5106993333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.187098,9.27297,10.088934,9.516334
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.948422,9.689079,10.514351,10.0506173333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.316846,10.179465,11.093005,10.529772
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.157588,9.960793,10.824049,10.3141433333333
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.970569,9.980061,10.843587,10.264739
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.716785,9.405701,10.519767,9.880751
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.128908,10.007641,10.887901,10.3414833333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.898193,10.033667,10.772681,10.234847
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.185183,10.194163,10.910158,10.4298346666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.219226,10.088334,11.143489,10.483683
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.457949,10.365741,11.254855,10.6928483333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.756181,10.640399,11.479557,10.9587123333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.65979,10.356518,11.239074,10.751794
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.573093,10.469811,11.289044,10.777316
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.928969,10.624327,11.507842,11.0203793333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.647674,10.49931,11.382218,10.8430673333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.041457,9.943798,10.581518,10.1889243333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.001357,9.943322,10.762418,10.235699
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.394007,10.234111,11.035853,10.554657
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.776832,9.752804,10.475814,10.0018166666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.153603,10.897645,11.727027,11.259425
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.589802,10.530572,11.144536,10.75497
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.982612,10.864948,11.551053,11.132871
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.665285,10.749156,11.446597,10.9536793333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.656978,10.518801,11.231783,10.8025206666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.791584,10.683465,11.599089,11.0247126666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.697697,10.642382,11.622617,10.9875653333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.953043,10.854024,11.613306,11.1401243333333
