"","sample","tissue","endometriosis","severity","p202040_s_at","p226371_at","p230226_s_at","KDM5A"
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.116371,6.896434,5.716837,6.57654733333333
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.972207,5.585872,5.391591,5.64989
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.304628,5.491641,5.221009,5.672426
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.85864,6.786966,4.902706,6.18277066666667
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.795216,4.911449,4.934481,4.54704866666667
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.230113,5.422339,5.244609,5.63235366666667
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.149394,7.064721,5.421404,6.545173
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.385641,5.429868,4.761736,4.85908166666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.186246,5.573257,4.96114,5.906881
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.780591,4.461569,5.249032,4.497064
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.835464,5.429868,4.843005,5.702779
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.01972,5.573257,5.148668,5.58054833333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.305028,5.573257,4.828995,5.23576
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.000548,4.706802,4.246208,4.98451933333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.780591,5.429868,4.886345,4.69893466666667
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.287365,5.573257,5.391591,5.084071
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.04952,5.920787,5.351993,5.7741
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.835938,6.154419,5.391591,5.79398266666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.202274,7.371427,6.082876,7.218859
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.976412,5.573257,4.828995,5.45955466666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.311386,6.272793,5.596103,6.39342733333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.156936,6.881477,6.656981,6.89846466666667
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.114557,6.372802,5.762775,6.083378
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.577064,6.450171,5.79092,6.27271833333333
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.090999,6.327942,5.787994,6.40231166666667
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.430504,6.585503,5.793409,6.60313866666667
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.55358,6.552399,5.822295,6.97609133333333
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.365235,7.144399,6.281116,6.93025
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.62287,6.472753,5.763302,6.28630833333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.775996,5.653109,5.877069,6.102058
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.432382,7.05922,6.238593,7.24339833333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.370871,7.099524,6.738197,7.402864
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.442204,7.235158,6.874409,7.517257
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.448445,7.537558,7.205351,7.73045133333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.357062,7.373234,6.852683,7.52765966666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.966092,7.630989,7.109056,7.56871233333333
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.992503,7.281876,6.719816,7.33139833333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.136722,7.133909,6.812566,7.36106566666667
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.521745,7.172221,6.672578,7.45551466666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.256645,6.87708,6.647779,7.26050133333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.37866,7.137505,6.679779,7.398648
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.130523,7.427275,6.806388,7.45472866666667
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.606218,6.842352,6.114279,7.52094966666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.98641,7.555662,6.976255,7.506109
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.165931,6.938241,6.651308,7.25182666666667
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.198015,5.777047,5.950271,6.30844433333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.884315,7.126954,6.21648,7.07591633333333
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.343493,6.887404,6.230426,6.820441
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.983346,5.748176,4.913896,5.54847266666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.965754,5.62173,5.129029,5.572171
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.437125,5.755631,5.343687,5.51214766666667
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.758007,6.68217,5.908194,6.449457
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.814826,5.659575,5.530209,5.33487
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.244623,5.979456,5.295468,6.17318233333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.140238,6.154419,5.391591,6.22874933333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.490723,5.609582,4.806567,5.30229066666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.420172,6.929355,5.870937,6.74015466666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.575663,5.832349,5.56589,5.99130066666667
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.806261,6.154419,5.224378,6.061686
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.319927,6.271552,5.669078,6.42018566666667
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.161118,5.815108,5.304957,6.09372766666667
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.064784,6.154419,5.391591,6.203598
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.688108,6.281839,5.762775,6.24424066666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.380968,6.756028,5.635535,6.59084366666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.844367,6.209559,5.955442,6.336456
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.302835,6.018126,5.390993,6.237318
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.826699,5.466466,4.861541,5.384902
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.931494,6.354814,5.391591,6.22596633333333
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.305171,6.148892,5.431419,6.29516066666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.842343,6.465035,5.776271,6.36121633333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.898669,6.391305,4.828995,6.03965633333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.038524,6.798156,5.999496,6.61205866666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.371652,5.680858,4.828995,5.62716833333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.059787,5.677575,5.537258,5.75820666666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.407436,7.036869,5.902796,6.782367
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.495055,6.465782,5.843738,6.26819166666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.994496,6.788854,6.871374,7.55157466666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.720817,7.030005,7.02707,7.59263066666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.485512,7.384753,7.872392,8.24755233333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.378436,6.800136,6.145107,7.107893
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.860871,7.209716,7.522495,8.197694
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.191291,6.31912,7.285534,7.59864833333333
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.410793,6.012742,6.334555,7.25269666666667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.830044,7.740327,6.340506,7.30362566666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.211511,7.837094,6.659551,7.236052
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.859318,7.378588,6.698651,7.645519
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.082236,7.660253,6.902528,7.548339
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.889467,7.398443,6.834111,7.374007
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.005457,7.622952,6.518504,7.71563766666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.761185,7.263082,6.89115,7.305139
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.996699,7.199267,6.665413,7.28712633333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.508697,7.06684,6.234187,6.93657466666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.468624,7.470541,6.857142,7.26543566666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.41009,7.294961,6.344747,7.34993266666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.146031,7.756964,7.430645,8.11121333333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.846119,7.662927,6.605814,7.70495333333333
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.571124,7.260263,6.619626,7.483671
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.55795,7.89692,6.99416,7.48301
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.799046,7.317173,6.735258,7.617159
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.142749,7.852944,6.953383,7.649692
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.009242,7.083689,6.681818,7.25824966666667
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.259405,6.386484,5.999496,6.881795
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.061329,7.860428,6.636964,7.51957366666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.174346,7.104163,6.383197,7.22056866666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.583101,7.760819,6.519751,7.28789033333333
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.535456,6.361004,5.999496,6.96531866666667
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.218482,6.995227,6.617099,7.276936
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.467218,6.219404,6.11291,6.93317733333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.238528,7.090776,6.222391,7.18389833333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.899815,7.30686,6.657115,7.28793
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.402982,7.301429,6.69074,7.131717
