"","sample","tissue","endometriosis","severity","p200011_s_at","p200734_s_at","p211622_s_at","ARF3"
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.190786,9.198485,5.915407,8.43489266666667
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.053967,9.013095,4.985655,8.01757233333333
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.653496,8.717428,5.035396,7.80210666666667
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.888508,9.394283,5.522764,8.26851833333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.855659,9.197265,5.864234,8.30571933333333
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.229657,8.967306,5.049983,8.08231533333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.820713,9.288849,5.409514,8.17302533333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.251204,9.388245,5.805682,8.48171033333333
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.470907,9.641423,5.99099,8.70110666666667
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.398466,9.840543,6.227245,8.82208466666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.064594,9.670598,5.782832,8.506008
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.869776,9.283637,5.80513,8.31951433333333
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.47,9.863573,7.809824,9.71446566666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.310213,9.907925,7.865593,9.694577
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.730787,10.468985,8.041254,9.74700866666667
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.668482,11.080507,9.161554,10.6368476666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.960677,11.442844,8.823308,10.7422763333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.986192,11.23065,9.162169,10.7930036666667
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.1518,11.098086,8.955868,10.401918
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.708335,11.515278,9.677566,10.9670596666667
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.686297,10.636788,8.698836,10.3406403333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.585473,11.512114,8.920871,10.6728193333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.071671,11.84703,9.581021,11.166574
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.539668,9.938265,7.535271,9.671068
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.324609,11.027661,8.186318,10.1795293333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.724917,11.33534,8.872015,10.6440906666667
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.465492,10.85158,8.20647,10.174514
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.791577,10.8525,8.404997,10.3496913333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.233863,10.7153,8.051129,10.0000973333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.449072,11.421882,7.210079,10.027011
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.386762,10.730126,8.487694,10.2015273333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.487596,10.345045,7.724762,9.85246766666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.447288,10.621914,8.260245,10.1098156666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.016818,11.798225,9.570394,11.128479
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.895693,10.683091,8.234069,10.270951
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.659714,10.62987,7.946273,10.078619
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.467027,11.256677,8.466631,10.3967783333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.942845,11.325518,9.365871,10.878078
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.272753,10.340512,7.693349,9.76887133333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.126641,11.64512,9.062842,10.9448676666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.650039,11.806179,8.949196,10.8018046666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.245858,9.861534,7.838124,9.64850533333333
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.340952,9.900952,6.160055,9.13398633333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.58674,8.952894,6.66609,8.73524133333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.640472,8.684813,6.714263,8.67984933333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.586426,8.541665,6.446642,8.524911
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.928345,9.893622,7.577802,9.46658966666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.367911,8.750885,7.039758,8.719518
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.717793,9.797675,8.152355,9.22260766666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.348078,9.262855,7.605749,9.07222733333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",10.043395,8.287909,4.72379,7.68503133333333
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.38682,8.359799,5.722492,8.15637033333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.217928,8.817089,6.832388,8.289135
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.628034,9.179197,6.517456,8.77489566666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.410713,8.687628,6.526644,8.54166166666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.354964,9.054209,6.369066,8.259413
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.670785,9.116637,6.532338,8.77325333333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.760391,8.805524,6.37527,8.64706166666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.865789,9.361135,6.362783,8.86323566666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.023897,8.602093,6.020801,8.215597
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.801723,10.243956,7.603147,9.54960866666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.630625,8.877915,6.105639,8.20472633333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.180964,9.233024,6.494826,8.302938
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.679943,8.949605,6.835263,8.48827033333333
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.125902,8.205035,5.473646,7.934861
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.885158,9.419841,7.222762,8.842587
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.25671,8.612677,6.242156,8.37051433333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.90245,8.955534,5.752967,8.20365033333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.784202,9.480967,7.37186,8.87900966666667
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.337321,8.606591,6.295684,8.41319866666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.695767,9.273713,7.067108,8.67886266666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.391831,9.107178,6.573046,8.690685
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.775404,9.762593,6.801577,9.11319133333333
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.465433,9.605187,6.986642,8.685754
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.024618,9.415888,7.260781,8.900429
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.761743,9.272601,6.483802,8.50604866666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.171978,9.378671,7.111345,8.553998
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.581187,9.476881,7.405482,8.82118333333333
