"","sample","tissue","endometriosis","severity","p202138_x_at","p209971_x_at","AIMP2"
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.040644,10.333691,10.1871675
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.810534,9.905509,9.8580215
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.968121,10.116962,10.0425415
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.783608,10.015662,9.899635
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.252282,10.424903,10.3385925
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.586587,10.817945,10.702266
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.427511,9.869508,9.6485095
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.60511,10.807886,10.706498
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.05421,10.173299,10.1137545
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.369935,9.711889,9.540912
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.109367,9.744298,9.4268325
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.915497,10.015662,9.9655795
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.344481,9.604359,9.47442
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.936749,9.084439,9.010594
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.289641,10.274614,10.2821275
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.08637,10.271071,10.1787205
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.981306,10.244527,10.1129165
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.919909,9.360553,9.140231
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.399841,10.669916,10.5348785
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.103745,10.370438,10.2370915
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.349148,10.561608,10.455378
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.272155,10.569659,10.420907
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.585188,9.907841,9.7465145
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.289754,10.516592,10.403173
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.404745,10.557862,10.4813035
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.555026,10.828638,10.691832
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.569087,9.76861,9.6688485
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.440096,10.652497,10.5462965
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.75845,10.954303,10.8563765
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.504546,10.809222,10.656884
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.268612,10.497652,10.383132
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.560547,10.783715,10.672131
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.478744,10.697891,10.5883175
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.495159,9.892147,9.693653
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.601834,10.81634,10.709087
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.526388,9.708206,9.617297
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.546359,10.691885,10.619122
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.940196,10.17699,10.058593
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.647095,9.969879,9.808487
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.324771,9.614096,9.4694335
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.172665,9.396156,9.2844105
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.569497,9.906722,9.7381095
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.215713,9.376951,9.296332
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.513804,10.012243,9.7630235
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.876162,10.27042,10.073291
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.947503,10.071167,10.009335
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.073828,10.287553,10.1806905
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.25404,10.394027,10.3240335
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.792576,10.119512,9.956044
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.580837,9.802248,9.6915425
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.05152,10.218414,10.134967
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.851976,10.002631,9.9273035
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.000426,10.177694,10.08906
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.077254,10.31415,10.195702
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.052182,10.141075,10.0966285
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.682248,10.85918,10.770714
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.853074,9.954067,9.9035705
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.40339,10.482562,10.442976
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.008005,10.041465,10.024735
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.096979,10.444652,10.2708155
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4761,10.728023,10.6020615
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.159977,9.271308,9.2156425
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.863633,9.891763,9.877698
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.256744,10.378495,10.3176195
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.090526,10.191554,10.14104
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.817941,10.016515,9.917228
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.394641,10.597531,10.496086
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.923925,10.015662,9.9697935
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.236745,10.472865,10.354805
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.350959,10.055979,9.703469
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.050272,10.015662,10.032967
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.412595,10.687246,10.5499205
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.23732,10.487371,10.3623455
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.940778,10.107104,10.023941
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.172389,10.421838,10.2971135
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.983193,10.109831,10.046512
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.825347,10.131846,9.9785965
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.309477,9.542637,9.426057
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.026057,10.341197,10.183627
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.077797,10.339375,10.208586
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.722061,10.035197,9.878629
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.774647,10.113282,9.9439645
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.69195,10.88225,10.7871
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.162721,9.491311,9.327016
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.401479,9.717116,9.5592975
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.074667,9.421666,9.2481665
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.342873,9.728656,9.5357645
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.183917,9.479793,9.331855
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.233762,9.422028,9.327895
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.308431,9.622533,9.465482
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.329304,8.650176,8.48974
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.060273,9.344786,9.2025295
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.438571,9.830498,9.6345345
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.708661,10.038941,9.873801
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.960109,9.230212,9.0951605
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.506413,9.788688,9.6475505
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.466149,8.83306,8.6496045
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.771242,10.038873,9.9050575
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.723401,9.994824,9.8591125
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.767057,9.153403,8.96023
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.56356,8.918982,8.741271
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.696479,9.972584,9.8345315
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.147319,9.557628,9.3524735
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.048981,9.592179,9.32058
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.22074,9.704823,9.4627815
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.832852,9.287067,9.0599595
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.407675,9.839057,9.623366
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.392105,8.770727,8.581416
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.738004,10.015662,9.876833
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.193152,9.442706,9.317929
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.669616,10.014031,9.8418235
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.193502,9.744774,9.469138
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.497778,8.677544,8.587661
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.582678,9.917687,9.7501825
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.448955,9.837861,9.643408
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.651656,9.845589,9.7486225
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.589098,9.98586,9.787479
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.632894,9.934007,9.7834505
