"","sample","tissue","endometriosis","severity","p219993_at","p230943_at","SOX17"
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.387211,12.175273,12.281242
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.482572,9.114672,9.798622
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.412634,12.023914,12.218274
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.712429,11.107844,11.4101365
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.094711,11.555081,11.824896
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.033837,9.697803,10.36582
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.881952,12.042568,11.96226
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.800086,9.463959,10.1320225
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.389524,11.005369,11.1974465
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.914338,10.336295,10.6253165
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.759469,9.871532,10.3155005
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.821424,11.164598,11.493011
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.074366,12.309315,12.6918405
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.135193,9.903455,10.519324
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.577522,10.540206,11.058864
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.774704,11.814182,12.294443
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.755212,11.438338,12.096775
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.25684,8.25976,9.2583
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.385144,11.990994,12.188069
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.244273,13.140871,13.192572
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.193008,11.98751,12.090259
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.140277,11.343604,11.2419405
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.84369,12.086193,12.4649415
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.854002,8.653457,9.2537295
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.649198,8.385853,8.5175255
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.505203,12.011163,12.258183
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.149159,11.65285,11.9010045
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.190419,8.286427,8.738423
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.530141,9.624109,9.577125
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.349856,10.334803,10.3423295
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.403532,12.228239,12.3158855
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.444983,11.95851,12.2017465
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.734329,10.833031,11.28368
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.832748,11.53412,11.183434
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.511079,11.221874,10.8664765
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.899886,11.506946,11.203416
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.198491,10.743547,10.471019
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.951423,11.141211,11.046317
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.823144,11.247279,11.0352115
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.812831,11.224272,11.0185515
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.937914,11.470116,11.204015
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.991597,10.227666,10.1096315
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.421721,11.96029,11.6910055
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.34931,8.831274,8.590292
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.675826,11.239387,10.9576065
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.173094,11.404152,11.288623
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.060172,11.63654,11.348356
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.951423,11.453794,11.2026085
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.63144,8.832768,9.232104
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.017255,10.647117,10.832186
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.750967,11.247065,11.499016
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.346176,9.179271,9.7627235
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.879261,12.078474,12.4788675
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.736652,8.395375,9.0660135
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.070263,11.57956,11.8249115
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.768936,12.189645,12.4792905
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.404625,11.465341,11.934983
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.230067,11.6409,11.9354835
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.838911,9.591202,10.2150565
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.187296,9.677175,9.9322355
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.951423,9.282076,10.1167495
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.980348,11.610165,11.7952565
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.454987,8.898115,9.176551
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.962228,9.200346,9.581287
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.577845,11.671807,12.124826
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.941118,12.244776,12.092947
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.429194,12.28758,12.358387
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.073287,12.503047,12.788167
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.499581,9.252535,9.376058
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.673976,12.066091,12.3700335
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.351484,10.63137,10.991427
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.508055,9.495514,10.0017845
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.338891,12.002628,12.1707595
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.689653,11.578533,11.634093
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.383898,12.250383,12.3171405
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.521484,11.761814,12.141649
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.003518,11.7069,11.855209
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.482072,12.071493,12.2767825
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.220673,12.439761,12.830217
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.22168,8.557583,8.3896315
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.412011,9.946472,9.6792415
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.58612,6.642857,6.6144885
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.054542,7.688956,7.871749
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.436343,11.680521,11.558432
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.951423,11.56482,11.2581215
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.480968,11.165583,10.8232755
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.337051,10.011527,9.674289
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.195281,10.194708,10.1949945
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",11.209816,11.890427,11.5501215
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.498152,11.842099,11.6701255
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.94601,11.161442,11.053726
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.951423,11.160367,11.055895
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.398615,10.59472,10.4966675
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.526841,8.279589,8.403215
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.812323,7.40454,7.6084315
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.301387,11.612466,11.4569265
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.216884,9.351767,9.2843255
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.629621,11.749738,11.1896795
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.428737,11.336785,10.882761
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.090318,12.028234,11.559276
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.018403,11.436957,11.22768
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.497729,8.9524,8.7250645
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.25893,11.471099,11.3650145
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.683685,11.069828,10.8767565
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.56113,8.050979,7.8060545
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.819126,10.974174,10.89665
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.053794,11.410284,11.232039
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.231535,12.493203,12.362369
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.61695,8.244905,8.4309275
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.02376,11.759948,11.391854
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.533646,7.456895,7.4952705
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.376705,10.936028,10.6563665
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.659344,11.458546,11.058945
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.236798,11.915655,11.5762265
