"","sample","tissue","endometriosis","severity","p217867_x_at","p222446_s_at","p227051_at","BACE2"
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.720561,10.586617,5.541753,8.94964366666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.68888,11.113224,6.658966,9.82035666666667
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.740658,9.516791,4.799925,8.01912466666667
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.20718,11.381437,7.497571,10.3620626666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.209432,10.717667,5.132644,9.01991433333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.638486,10.472327,6.170746,9.42718633333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.506798,10.346682,6.109468,8.98764933333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.806643,10.611422,4.15027,8.52277833333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.854543,11.451603,5.646361,9.65083566666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.60943,10.078394,6.563194,9.08367266666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.567381,10.952865,6.251503,9.590583
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.285876,11.425066,7.373388,10.3614433333333
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.425035,11.159237,6.488683,10.0243183333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.747631,10.430406,5.005723,8.72792
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.848833,10.877224,6.95921,9.895089
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.116271,11.078001,6.366008,9.85342666666667
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.625791,10.155373,5.005723,8.595629
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.359371,10.505584,4.627872,8.497609
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.440397,10.134541,5.175748,8.583562
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.645364,10.33156,5.377085,8.78466966666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.432747,10.622248,6.979644,9.678213
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.029574,10.27685,4.494017,8.600147
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.038317,10.959622,6.605707,9.867882
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.67665,10.914646,7.061553,9.884283
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.299531,10.282031,5.592304,8.39128866666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.434969,10.932059,6.36396,9.576996
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.866439,10.803109,6.415942,9.36183
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.222156,10.773651,5.246072,9.08062633333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.375983,10.054359,4.572295,8.33421233333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.188083,9.861938,2.823031,7.62435066666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.721412,10.124898,4.191318,8.345876
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.397468,9.992107,8.463206,9.61759366666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.894681,10.325951,7.270127,9.49691966666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.10316,10.662816,9.205475,10.323817
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.461409,10.922307,8.838429,10.4073816666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.760921,9.050719,4.319207,7.376949
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.365707,9.441577,4.959889,7.922391
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.46221,9.35427,3.362829,7.05976966666667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.052411,9.280949,6.950168,8.42784266666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.261991,8.132825,5.719396,7.371404
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.171023,8.699265,4.93555,7.601946
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.581918,10.265447,7.217062,9.354809
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.229047,8.955742,7.220903,8.468564
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.614606,9.879308,6.25543,8.916448
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.61425,10.086498,8.496344,9.732364
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.799247,10.234968,9.270811,10.1016753333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.304945,10.487695,9.882304,10.5583146666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.820585,8.781669,6.228322,7.94352533333333
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.573162,9.674091,7.958937,9.40206333333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.022727,10.007111,7.685424,9.23842066666667
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.116125,8.799145,5.872726,7.929332
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.641741,9.440179,6.832007,8.63797566666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.365352,8.167178,4.98011,7.17088
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.052522,9.026473,6.766364,8.28178633333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.343494,9.708865,6.62108,8.89114633333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.608533,9.183991,7.02533,8.60595133333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.623382,10.482114,9.331444,10.47898
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.822032,9.98241,7.453362,9.419268
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.355352,9.317705,6.050348,8.241135
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.250332,9.330589,6.165114,8.24867833333333
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.536553,9.663033,7.954918,9.38483466666667
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.475411,9.483605,5.913626,8.29088066666667
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.363943,10.290989,9.261901,10.305611
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.959961,9.220218,5.214701,7.79829333333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.126113,9.727555,7.090441,8.64803633333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.519646,9.39864,6.041133,8.31980633333333
