"","sample","tissue","endometriosis","severity","p208152_s_at","p224654_at","DDX21"
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.011702,9.270618,8.14116
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.391949,9.395434,8.8936915
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.692316,9.068111,8.3802135
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.093814,9.670428,8.882121
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.989456,9.311268,9.150362
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.281597,10.108249,9.694923
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.782997,10.400992,10.0919945
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.929576,9.5179,9.223738
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.846834,11.019828,10.933331
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.390034,11.27357,11.331802
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.496757,9.801004,9.6488805
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.219487,9.684173,9.45183
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.630903,10.68225,10.6565765
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.550705,10.768297,10.659501
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.919709,10.557947,10.238828
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.533299,10.77363,10.6534645
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.585246,9.989938,9.787592
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.321569,10.400158,10.3608635
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.749692,11.29416,11.021926
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.472181,10.705977,10.589079
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.096363,11.189474,11.1429185
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.681037,11.170014,10.9255255
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.345712,10.655551,10.5006315
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.568056,10.711242,10.639649
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.031699,10.958516,10.9951075
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.830351,11.004325,10.917338
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.912806,11.205412,11.059109
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.068789,11.455332,11.2620605
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.528114,11.752766,11.64044
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.112329,11.495919,11.304124
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.260564,10.2588,10.259682
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.990295,11.322661,11.156478
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.900666,11.194537,11.0476015
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.316687,10.659468,10.4880775
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.538623,10.501897,10.52026
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.287603,10.378623,10.333113
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.696875,10.031767,9.864321
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.739041,9.743049,9.241045
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.431286,9.822055,9.6266705
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.795788,10.329908,10.062848
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.900034,9.652308,9.276171
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.696677,9.892485,9.794581
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.980095,9.834225,8.40716
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.667618,9.5179,9.092759
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.487217,11.206273,11.346745
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.583895,9.974309,9.779102
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.134352,10.503838,10.319095
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.273423,10.483567,10.378495
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.695116,9.860302,9.777709
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.055261,9.5179,8.7865805
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.775163,9.5179,9.1465315
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.17463,10.060505,10.1175675
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.605721,11.126859,10.86629
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.551218,10.402048,10.476633
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.570488,9.906854,9.238671
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.509423,10.444295,10.476859
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.082724,9.949173,10.0159485
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.637551,9.860517,9.749034
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.078776,9.948061,9.5134185
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.30875,10.174792,10.241771
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.791112,10.26512,10.028116
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.619032,9.340242,8.979637
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.517315,9.623756,9.5705355
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.804897,10.245697,10.025297
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.880029,10.472856,9.6764425
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.249287,10.818424,10.0338555
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.45539,10.491146,9.973268
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.350666,10.637185,9.9939255
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.324218,10.503768,10.913993
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.689426,9.983341,9.3363835
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.78426,9.948061,9.3661605
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",10.175563,9.912663,10.044113
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.986445,10.551068,10.7687565
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.603077,10.832086,10.7175815
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.114272,10.827231,10.9707515
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.829898,11.520081,11.6749895
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.748107,10.761594,10.7548505
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.768817,11.069844,10.9193305
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.442162,11.432293,11.4372275
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.206967,10.719034,10.9630005
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.603191,10.674113,10.638652
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.247269,10.938817,11.093043
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.955932,10.889181,10.9225565
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.27568,10.170727,10.2232035
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.448524,10.486539,10.4675315
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.580444,10.357549,10.4689965
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.482507,10.444313,10.46341
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.558172,10.404895,10.4815335
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.08864,12.013435,12.0510375
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.546588,10.267381,10.4069845
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.899003,11.011287,10.955145
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.803855,10.987138,10.8954965
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.269522,11.173997,11.2217595
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.747682,11.592174,11.669928
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.78839,10.64999,10.71919
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.446726,10.514471,10.4805985
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.900314,10.904421,10.9023675
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.719006,10.888557,10.8037815
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.725545,10.926541,10.826043
